Food_Code,Raw_Data
D064,"Plantain, stem (Musa x paradisiaca) 6 0.02±0.003 0.02±0.004 0.18±0.02 0.24±0.09 0.14±0.01 4.42±0.41 12.85±2.18 3.77±2.74"
D065,"Pumpkin, green, cylindrical (Cucurbita maxima) 1 0.03 0.02 0.44 0.16 0.05 1.41 31.60 7.29"
D066,"Pumpkin, orange, round (Cucurbita maxima) 6 0.03±0.005 0.03±0.003 0.41±0.01 0.18±0.01 0.08±0.015 1.63±0.26 24.14±3.70 8.04±0.87"
D067,"Red gram, tender, fresh (Cajanus cajan) 1 0.23 0.09 2.14 0.71 0.30 2.91 94.21 15.13"
D068,Ridge gourd (Luffa acutangula) 6 0.02±0.003 0.01±0.002 0.20±0.01 0.28±0.04 0.07±0.005 2.27±0.18 29.26±3.12 5.42±1.06
D069,"Ridge gourd, smooth skin (Luffa acutangula) 3 0.02±0.004 0.01±0.001 0.21±0.01 0.25±0.02 0.09±0.007 2.22±0.29 27.36±2.98 8.10±2.67"
D070,6 0.03±0.003 0.03±0.002 0.34±0.02 0.27±0.03 0.10±0.017 2.50±0.30 18.34±1.87 2.72±1.15
D071,2 0.03 0.03 0.33 0.27 0.07 2.43 16.52 2.85
D072,"Snake gourd, short (Trichosanthes anguina) 1 0.03 0.02 0.33 0.31 0.06 2.50 17.74 2.30"
D073,"Tinda, tender (Praecitrullus fistulosus) 6 0.02±0.000 0.03±0.005 0.56±0.02 0.39±0.03 0.06±0.008 3.26±0.72 43.23±5.74 14.20±0.88"
D074,"Tomato, green (Solanum lycopersicum) 6 0.08±0.043 0.05±0.043 0.46±0.16 0.30±0.12 0.07±0.024 4.74±1.99 12.51±4.01 16.41±2.52"
D075,"Tomato, ripe, hybrid (Solanum lycopersicum) 6 0.04±0.004 0.02±0.007 0.51±0.02 0.18±0.01 0.08±0.006 1.09±0.10 15.41±2.70 25.27±3.52"
D076,"Tomato, ripe, local (Solanum lycopersicum) 6 0.03±0.004 0.03±0.004 0.52±0.01 0.20±0.03 0.09±0.005 1.18±0.11 19.46±2.99 27.47±1.77"
D077,"Zucchini, green (Cucurbita pepo) 2 0.05 0.09 1.03 0.99 0.25 1.02 18.85 15.78"
D078,"Zucchini, yellow (Cucurbita pepo) 2 0.03 0.02 0.42 0.72 0.20 1.13 21.50 16.71"
E001,"Apple, big (Malus domestica) 6 0.03±0.017 0.01±0.011 0.25±0.07 0.09±0.04 0.04±0.027 0.34±0.08 3.04±0.94 3.57±0.58"
E002,"Apple, green (Malus domestica) 6 0.01±0.023 0.02±0.016 0.21±0.06 0.12±0.04 0.08±0.016 0.41±0.09 3.43±0.68 2.90±0.32"
E003,"Apple, small (Malus domestica) 6 0.01±0.001 0.01±0.000 0.09±0.01 0.09±0.01 0.03±0.004 0.47±0.06 3.52±0.37 4.00±0.72"
E004,"Apple, small, Kashmir (Malus domestica) 1 0.01 0.01 0.09 0.12 0.04 0.44 3.97 4.24"
E005,"Apricot, dried (Prunus armeniaca) 6 0.04±0.011 0.04±0.006 1.66±0.12 0.62±0.13 0.10±0.005 1.47±0.21 10.50±1.59 0.42±0.14"
E006,"Apricot, processed (Prunus armeniaca) 3 0.25±0.011 0.04±0.007 1.07±0.07 0.25±0.02 0.17±0.011 1.55±0.27 5.42±0.98 7.98±1.75"
E007,Avocado fruit (Persea sp.) 1 0.07 0.08 0.90 1.26 0.18 1.25 67.17 9.36
E008,Bael fruit (Aegle marmelos) 1 0.03 0.04 0.25 1.62 0.03 1.14 55.22 7.50
E009,"Banana, ripe, montham (Musa x paradisiaca) 1 0.01 0.04 0.48 0.35 0.51 1.54 17.93 8.06"
E010,"Banana, ripe, poovam (Musa x paradisiaca) 2 0.01 0.03 0.43 0.40 0.50 1.79 19.95 6.74"
E011,"Banana, ripe, red (Musa x paradisiaca) 1 0.01 0.02 0.46 0.41 0.45 1.35 18.92 6.74"
E012,"Banana, ripe, robusta (Musa x paradisiaca) 6 0.01±0.000 0.03±0.005 0.47±0.04 0.36±0.03 0.44±0.045 1.69±0.07 16.81±1.95 4.76±1.34"
E013,Black berry (Rubus sp.) 5 0.01±0.002 0.02±0.005 0.40±0.09 0.21±0.12 0.05±0.011 1.65±0.19 22.95±1.38 19.45±1.54
E014,"Cherries, red (Prunus cerasus) 4 0.07±0.006 0.02±0.004 0.19±0.01 0.23±0.03 0.04±0.005 1.52±0.25 4.92±1.30 8.82±0.57"
E015,"Currants, black (Ribes nigrum) 1 0.03 0.03 0.35 0.28 0.09 2.41 8.48 182"
E016,Custard apple (Annona squamosa) 1 0.13 0.09 0.69 0.19 0.07 0.76 7.60 21.51
E017,"Dates, dry, pale brown (Phoenix dactylifera) 6 0.03±0.012 0.03±0.008 1.47±0.07 0.51±0.07 0.14±0.009 0.82±0.11 18.65±1.39 4.42±0.54"
E018,"Dates, dry, dark brown (Phoenix dactylifera) 2 0.02 0.03 1.09 0.53 0.153 0.94 12.80 3.84"
E019,"Dates, processed (Phoenix dactylifera) 2 0.05 0.02 0.51 0.52 0.06 2.50 24.53 15.51"
E020,Fig (Ficus carica) 6 0.04±0.020 0.02±0.008 0.27±0.08 0.26±0.08 0.15±0.016 2.64±1.09 13.67±3.81 16.92±4.26
E021,Gooseberry (Emblica officinalis) 5 0.01±0.009 0.03±0.012 0.12±0.02 0.35±0.04 0.27±0.054 1.42±0.35 7.86±1.27 252±30.4
E022,"Grapes, seeded, round, black (Vitis vinifera) 4 0.03±0.009 0.03±0.005 0.14±0.03 0.07±0.00 0.11±0.020 1.14±0.22 8.69±1.60 18.30±2.32"
E023,"Grapes, seeded, round, green (Vitis vinifera) 5 0.03±0.005 0.02±0.004 0.13±0.02 0.07±0.01 0.09±0.015 1.08±0.15 8.35±0.75 17.10±5.63"
E024,"Grapes, seeded, round, red (Vitis vinifera) 5 0.04±0.027 0.03±0.018 0.10±0.03 0.11±0.03 0.10±0.017 1.09±0.27 7.49±1.15 20.59±3.45"
E025,"Grapes, seedless, oval, black (Vitis vinifera) 5 0.03±0.021 0.02±0.015 0.15±0.04 0.11±0.04 0.11±0.011 0.97±0.11 7.22±1.23 27.32±5.18"
E026,"Grapes, seedless, round, green (Vitis vinifera) 5 0.04±0.023 0.03±0.019 0.12±0.04 0.10±0.04 0.08±0.015 1.20±0.20 8.31±1.46 16.47±2.06"
E027,"Grapes, seedless, round, black (Vitis vinifera) 5 0.03±0.019 0.03±0.029 0.13±0.05 0.11±0.03 0.08±0.011 1.27±0.23 8.89±2.54 22.79±3.45"
E028,"Guava, white flesh (Psidium guajava) 5 0.05±0.006 0.04±0.008 0.60±0.04 0.25±0.02 0.11±0.014 0.74±0.13 29.76±0.66 214±13.6"
E029,"Guava, pink flesh (Psidium guajava) 5 0.03±0.010 0.03±0.005 0.59±0.07 0.20±0.03 0.16±0.027 1.25±0.23 32.17±2.69 222±27.0"
E030,"Jack fruit, ripe (Artocarpus heterophyllus) 5 0.05±0.004 0.01±0.004 0.42±0.08 0.16±0.01 0.22±0.010 4.00±0.37 32.15±2.27 6.73±1.59"
E031,"Jambu fruit, ripe (Syzygium samarangense) 2 0.02 0.02 0.14 0.31 0.03 2.57 7.63 16.47"
E032,Karonda fruit (Carissa carandas) 1 0.01 0.02 0.25 0.67 0.08 1.55 8.72 135
E033,"Lemon, juice (Citrus limon) 6 0.04±0.007 0.01±0.000 0.10±0.01 0.12±0.01 0.03±0.004 1.92±0.14 12.43±1.85 48.16±4.35"
E034,"Lime, sweet,pulp (Citrus limetta) 6 0.06±0.005 0.01±0.003 0.17±0.02 0.25±0.03 0.05±0.013 2.23±0.23 15.38±4.15 46.96±7.64"
E035,Litchi (Litchi chinensis) 4 0.02±0.003 0.06±0.008 0.23±0.02 0.19±0.10 0.07±0.010 2.80±0.34 15.69±5.09 33.82±5.24
E036,"Mango, ripe, banganapalli (Mangifera indica) 6 0.03±0.005 0.04±0.004 0.26±0.03 0.12±0.02 0.12±0.02 1.60±0.11 82.05±7.90 32.97±7.14"
E037,"Mango, ripe, gulabkhas (Mangifera indica) 2 0.03 0.04 0.23 0.11 0.13 1.01 84.35 27.65"
E038,"Mango, ripe, himsagar (Mangifera indica) 3 0.03±0.005 0.03±0.004 0.27±0.04 0.11±0.00 0.10±0.030 1.46±0.02 90.98±6.12 49.09±23.24"
E039,"Mango, ripe, kesar (Mangifera indica) 4 0.03±0.007 0.04±0.006 0.26±0.02 0.11±0.01 0.10±0.014 1.67±0.23 90.43±8.24 29.08±4.61"
E040,"Mango, ripe, neelam (Mangifera indica) 2 0.03 0.04 0.23 0.14 0.12 1.02 68.70 29.93"
E041,"Mango, ripe, paheri (Mangifera indica) 2 0.03 0.04 0.28 0.10 0.23 1.73 65.28 30.75"
E042,"Mango, ripe, totapari (Mangifera indica) 1 0.02 0.05 0.27 0.13 0.12 1.64 77.69 25.26"
E043,Mangosteen (Garcinia mangostana) 1 0.01 0.01 0.58 0.15 0.18 0.81 13.52 26.33
E044,Manila tamarind (Pithecellobium dulce) 1 0.18 0.14 0.40 0.18 0.04 0.22 4.24 55.78
E045,"Musk melon, orange flesh (Cucumis melon) 5 0.01±0.000 0.01±0.003 0.41±0.05 0.13±0.02 0.05±0.005 0.75±0.18 22.31±2.48 22.76±3.42"
E046,"Musk melon, yellow flesh (Cucumis melon) 6 0.01±0.018 0.02±0.013 0.43±0.08 0.11±0.03 0.06±0.015 0.80±0.08 20.23±5.16 21.32±1.19"
E047,"Orange, pulp (Citrus aurantium) 6 0.07±0.009 0.02±0.005 0.28±0.04 0.20±0.05 0.04±0.003 2.88±0.42 19.46±1.09 42.72±4.81"
E048,"Palm fruit, tender (Borassus flabellifer) 1 0.01 0.46 0.13 0.07 2.49 24.40 0.25"
E049,"Papaya, ripe (Carica papaya) 6 0.03±0.009 0.11±0.008 0.33±0.03 0.44±0.07 0.04±0.003 3.05±0.27 60.90±6.64 43.09±7.02"
E050,Peach (Prunus communis) 1 0.02 0.02 0.29 0.15 0.10 1.43 6.34 5.49
E051,Pear (Pyrus sp.) 6 0.02±0.005 0.02±0.008 0.13±0.03 0.05±0.01 0.09±0.015 1.41±0.27 5.28±1.17 3.31±0.90
E052,Phalsa (Grewia asiatica) 2 0.03 0.06 0.40 0.17 0.03 1.49 22.56 5.11
E053,Pineapple (Ananas comosus) 6 0.05±0.007 0.03±0.011 0.12±0.02 0.13±0.02 0.13±0.015 1.05±0.23 18.21±1.65 36.37±3.65
E054,Plum (Prunus domestica) 3 0.02±0.011 0.02±0.001 0.44±0.02 0.16±0.05 0.05±0.007 0.30±0.17 14.29±1.96 2.26±0.00
E055,"Pomegranate, maroon seeds (Punica granatum) 6 0.06±0.005 0.01±0.004 0.20±0.03 0.42±0.04 0.29±0.032 0.60±0.09 38.64±2.93 12.69±1.36"
E056,Pummelo (Citrus maxima) 3 0.06±0.045 0.02±0.011 0.23±0.08 0.05±0.03 0.04±0.011 1.81±0.30 13.44±1.47 48.89±1.52
E057,"Raisins, dried, black (Vitis vinifera) 6 0.09±0.013 0.04±0.017 0.48±0.04 0.21±0.05 0.17±0.020 0.73±0.11 38.30±4.98 2.05±0.14"
E058,"Raisins, dried, golden (Vitis vinifera) 6 0.09±0.012 0.04±0.006 0.64±0.05 0.18±0.06 0.17±0.03 0.75±0.14 34.68±4.36 1.85±0.27"
E059,Rambutan (Nephelium lappaceum) 1 0.11 0.01 0.26 0.14 0.04 0.64 7.35 65.00
E060,Sapota (Achras sapota) 6 0.01±0.001 0.03±0.005 0.24±0.02 0.24±0.02 0.12±0.019 1.48±0.31 10.83±1.91 20.96±4.62
E061,Soursop (Annona muricata) 1 0.03 0.04 0.85 0.12 0.03 0.23 6.09 59.54
E062,Star fruit (Averrhoa carambola) 1 0.08 0.02 0.34 0.26 0.06 0.13 8.43 33.55
E063,Strawberry (Fragaria x ananassa) 1 0.06±0.063 0.01±0.003 0.48±0.11 0.18±0.06 0.09±0.026 0.07±0.04 8.91±3.84 50.20±4.97
E064,"Tamarind, pulp (Tamarindus indica) 6 0.34±0.039 0.07±0.004 1.56±0.16 0.17±0.02 0.08±0.013 0.66±0.04 9.79±0.80 3.62±0.85"
E065,6 0.02±0.004 0.02±0.003 0.28±0.03 0.19±0.01 0.10±0.019 0.59±0.06 5.88±0.55 13.26±2.66
E066,"Water melon, pale green (Citrullus vulgaris) 6 0.02±0.003 0.02±0.002 0.30±0.04 0.19±0.00 0.07±0.025 0.57±0.06 5.55±1.61 11.45±2.09"
E067,Wood Apple (Limonia acidissima) 3 0.04±0.009 0.01±0.001 0.55±0.05 0.22±0.02 0.17±0.021 1.65±0.14 6.51±0.44 22.17±7.49
E068,Zizyphus(Zizyphus jujube) 1 0.01 0.02 0.33 0.14 0.11 2.22 5.99 60.93
F001,Beet root (Beta vulgaris) 6 0.01±0.001 0.01±0.002 0.21±0.01 0.26±0.04 0.07±0.011 2.56±0.19 97.37±7.06 5.26±0.85
F002,"Carrot, orange (Daucus carota) 6 0.04±0.003 0.03±0.003 0.22±0.02 0.30±0.03 0.11±0.016 1.50±0.23 24.04±2.07 6.22±1.99"
F003,"Carrot, red (Daucus carota) 4 0.04±0.017 0.03±0.016 0.25±0.05 0.27±0.04 0.07±0.012 1.30±0.14 23.67±3.25 6.76±1.56"
F004,Colocasia (Colocasia esculenta) 6 0.06±0.007 0.03±0.002 0.51±0.09 0.12±0.02 0.17±0.038 3.69±0.22 19.91±2.90 1.83±0.64
F005,Lotus root (Nelumbium nelumbo) 3 0.07±0.008 0.05±0.023 0.43±0.05 0.20±0.02 0.19±0.017 2.85±0.32 26.49±6.85 26.63±7.02
F006,"Potato, brown skin, big (Solanum tuberosum) 6 0.06±0.004 0.01±0.001 1.04±0.14 0.38±0.06 0.10±0.008 1.35±0.17 15.51±1.66 23.15±3.98"
F007,"Potato, brown skin, small (Solanum tuberosum) 1 0.05 0.01 1.36 0.49 0.12 1.82 13.85 26.41"
F008,"Potato, red skin (Solanum tuberosum) 1 0.06 0.01 1.13 0.39 0.10 1.68 17.83 25.04"
F009,"Radish, elongate, red skin (Raphanus sativus) 3 0.03±0.007 0.02±0.004 0.31±0.02 0.13±0.01 0.07±0.002 2.65±0.07 24.65±5.84 17.63±3.89"
F010,"Radish, elongate, white skin (Raphanus sativus) 6 0.02±0.004 0.02±0.003 0.30±0.03 0.15±0.03 0.07±0.008 2.48±0.21 29.75±8.30 19.91±5.69"
F011,"Radish, round, red skin (Raphanus sativus) 1 0.03 0.02 0.30 0.18 0.07 2.92 24.59 15.69"
F012,"Radish, round, white skin (Raphanus sativus) 2 0.03 0.02 0.24 0.15 0.07 2.59 22.60 14.00"
F013,"Sweet potato, brown skin (Ipomoea batatas) 4 0.07±0.085 0.04±0.012 0.67±0.09 0.89±0.10 0.12±0.006 5.19±0.78 15.62±2.13 17.94±1.40"
F014,"Sweet potato, pink skin (Ipomoea batatas) 3 0.06±0.012 0.04±0.001 0.69±0.12 0.56±0.34 0.09±0.007 5.71±0.28 14.44±2.06 22.20±2.32"
F015,Tapioca (Manihot esculenta) 3 0.07±0.003 0.02±0.001 0.45±0.01 0.17±0.05 0.09±0.006 1.93±0.09 25.64±0.47 15.51±3.19
F016,Water Chestnut (Eleocharis dulcis) 1 0.02 0.02 0.74 0.52 0.13 1.08 9.80 5.26
F017,"Yam, elephant (Amorphophallus campanulatus) 6 0.04±0.004 0.05±0.017 0.61±0.10 0.23±0.03 0.22±0.044 4.51±0.37 20.54±2.42 15.22±1.84"
F018,"Yam, ordinary (Amorphophallus sp.) 4 0.04±0.003 0.02±0.006 0.56±0.06 0.32±0.04 0.17±0.06 4.19±0.41 15.68±1.61 13.88±3.43"
F019,"Yam, wild (Dioscorea villosa) 2 0.121 0.015 0.70 0.23 0.20 4.09 21.01 14.06"
G001,"Chillies, green-1 (Capsicum annum) 5 0.11±0.029 0.09±0.024 0.80±0.09 0.19±0.03 0.45±0.043 0.50±0.13 25.31±2.47 79.50±5.94"
G002,"Chillies, green-2 (Capsicum annum) 3 0.08±0.009 0.09±0.042 0.93±0.16 0.20±0.03 0.29±0.048 0.64±0.12 25.93±5.56 90.97±9.19"
G003,"Chillies, green-3 (Capsicum annum) 5 0.09±0.035 0.11±0.034 0.87±0.17 0.24±0.13 0.24±0.030 0.64±0.05 20.45±1.69 93.63±9.46"
G004,"Chillies, green-4 (Capsicum annum) 3 0.09±0.057 0.12±0.025 0.90±0.07 0.23±0.05 0.18±0.029 0.62±0.08 15.92±1.13 102±6.1"
G005,"Chillies, green-5 (Capsicum annum) 2 0.08±0.047 0.16±0.031 1.06±0.08 0.20±0.03 0.20±0.025 0.57±0.05 17.75±2.38 97.77±4.28"
G006,"Chillies, green-6 (Capsicum annum) 1 0.07 0.13 0.92 0.27 0.29 0.73 18.87 108"
G007,"Chillies, green-7 (Capsicum annum) 1 0.08 0.11 0.80 0.24 0.22 1.21 19.39 112"
G008,"Chillies, green - all varieties (Capsicum annum) 6 0.09±0.033 0.11±0.038 0.89±0.15 0.22±0.06 0.28±0.100 0.63±0.16 21.50±4.83 94.07±11.67"
G009,Coriander leaves (Coriandrum sativum) 6 0.09±0.005 0.05±0.004 0.73±0.03 0.63±0.07 0.19±0.025 4.17±0.89 51.01±3.98 23.87±7.33
G010,Curry leaves (Murraya koenigii) 6 0.07±0.016 0.13±0.008 0.85±0.10 0.51±0.04 0.57±0.096 1.77±0.22 117±19.3 6.04±1.36
G011,"Garlic, big clove (Allium sativum) 6 0.20±0.029 0.25±0.026 0.38±0.05 1.57±0.16 0.56±0.039 2.55±0.34 85.77±15.61 12.62±1.15"
G012,"Garlic, small clove (Allium sativum) 3 0.20±0.023 0.23±0.015 0.36±0.04 1.51±0.35 0.77±0.112 2.54±0.21 78.82±22.76 13.57±0.70"
G013,"Garlic, single clove, Kashmir (Allium sativum) 1 0.25 0.22 0.42 1.86 0.97 2.85 92.25 15.38"
G014,"Ginger, fresh (Zingiber officinale) 6 0.04±0.005 0.04±0.003 0.42±0.05 0.24±0.02 0.20±0.025 1.07±0.15 10.82±1.61 5.43±1.22"
G015,Mango ginger (Curcuma amada) 3 0.02±0.001 0.07±0.015 0.45±0.01 0.26±0.02 0.18±0.010 1.49±0.49 22.62±0.48 1.62±0.30
G016,Mint leaves (Mentha spicata ) 4 0.02±0.005 0.19±0.029 0.74±0.23 0.34±0.09 0.17±0.028 2.21±0.43 106±6.3 17.16±6.75
G017,"Onion, big (Allium cepa) 6 0.04±0.005 0.01±0.001 0.34±0.10 0.30±0.05 0.10±0.014 2.61±0.19 28.88±2.85 6.69±0.63"
G018,"Onion, small (Allium cepa) 5 0.07±0.012 0.02±0.004 0.21±0.01 0.14±0.01 0.12±0.009 2.69±0.63 29.68±1.98 10.96±2.00"
G019,Asafoetida (Ferula assa-foetida) 6 0.82±0.037 0.01±0.006 0.43±0.05 0.14±0.03 0.02±0.003 2.27±0.34 26.28±4.12
G020,"Cardamom, green (Elettaria cardamomum) 6 0.12±0.016 0.07±0.013 1.13±0.13 0.27±0.05 0.15±0.007 4.94±0.39 2.85±1.05"
G021,"Cardamom, black (Elettaria cardamomum) 4 0.05±0.015 0.13±0.047 0.52±0.11 0.27±0.08 0.20±0.021 4.76±0.88 4.96±1.62"
G022,"Chillies, red (Capsicum annum) 6 0.46±0.036 0.83±0.009 6.94±0.55 0.57±0.09 0.42±0.009 0.92±0.04 51.50±2.87"
G023,Cloves (Syzygium aromaticum) 6 0.53±0.122 0.22±0.022 1.15±0.12 0.36±0.03 0.03±0.003 2.41±0.23 32.81±1.90
G024,Coriander seeds (Coriandrum sativum) 6 0.19±0.018 0.23±0.022 1.20±0.16 0.28±0.02 0.04±0.002 1.46±0.34 22.07±4.23
G025,Cumin seeds (Cuminum cyminum) 6 0.52±0.055 0.13±0.022 2.87±0.38 0.22±0.01 0.39±0.010 1.20±0.22 27.79±2.55
G026,Fenugreek seeds (Trigonella foenum graecum) 6 0.28±0.029 0.14±0.026 1.19±0.10 0.27±0.03 0.77±0.128 1.54±0.29 51.11±4.69
G027,Mace (Myristica fragrans) 6 0.13±0.020 0.13±0.033 0.92±0.11 0.35±0.05 0.30±0.041 1.80±0.27 32.65±2.63
G028,Nutmeg (Myristica fragrans) 6 0.04±0.015 0.05±0.011 0.51±0.06 0.33±0.06 0.10±0.008 1.59±0.27 74.78±6.70
G029,Omum (Trachyspermum ammi) 6 0.30±0.032 0.23±0.024 1.23±0.19 0.22±0.04 0.24±0.006 1.78±0.30 51.79±1.08
G030,Pippali (Piper longum) 6 0.06±0.011 0.14±0.030 1.06±0.11 0.23±0.04 0.60±0.051 2.34±0.37 66.45±15.02
G031,"Pepper, black (Piper nigrum) 6 0.06±0.012 0.09±0.013 0.85±0.02 0.30±0.03 0.27±0.013 3.49±0.38 21.89±2.08"
G032,Poppy seeds (Papaver somniferum) 6 0.87±0.081 0.10±0.013 0.77±0.10 0.32±0.04 0.42±0.012 3.25±0.18 78.73±7.90
G033,Turmeric powder (Curcuma domestica) 6 0.06±0.004 0.01±0.000 1.55±0.10 0.13±0.02 0.13±0.006 0.76±0.14 13.86±2.38
H001,Almond (Prunus amygdalus) 6 0.15±0.024 0.26±0.046 3.71±0.24 0.73±0.09 0.09±0.005 2.39±0.35 36.46±5.67 0.74±0.07
H002,"Arecanut, dried, brown (Areca catechu) 6 0.04±0.012 0.03±0.008 0.71±0.07 0.12±0.01 0.32±0.024 1.66±0.16 7.54±0.86"
H003,"Arecanut, dried, red color (Areca catechu) 3 0.03±0.007 0.24±0.025 0.80±0.02 0.08±0.01 0.21±0.034 2.94±0.17 8.57±0.46"
H004,"Arecanut, fresh (Areca catechu) 2 0.038 0.031 0.74 0.21 0.25 1.70 26.51"
H005,Cashew nut (Anacardium occidentale) 6 0.61±0.042 0.03±0.017 1.03±0.06 1.40±0.19 0.16±0.010 2.58±0.33 25.20±5.11
H006,"Coconut, kernel, dry (Cocos nucifera) 6 0.04±0.005 0.04±0.015 0.71±0.11 0.21±0.01 0.15±0.008 1.01±0.07 24.27±3.16"
H007,"Coconut, kernel, fresh (Cocos nucifera) 6 0.03±0.003 0.08±0.006 0.30±0.02 0.21±0.02 0.10±0.008 0.63±0.04 25.41±2.66 0.80±0.24"
H008,"Garden cress, seeds (Lepidium sativum) 5 0.52±0.023 0.15±0.004 5.67±0.06 0.28±0.03 0.05±0.008 8.66±0.62 30.92±6.34"
H009,"Gingelly seeds, black (Sesamum indicum) 6 0.34±0.027 0.10±0.009 3.12±0.26 0.49±0.07 0.64±0.034 3.06±0.39 127±11.8"
H010,"Gingelly seeds, brown (Sesamum indicum) 4 0.27±0.025 0.08±0.009 3.05±0.45 0.49±0.04 0.49±0.033 3.48±0.24 92.63±5.90"
H011,"Gingelly seeds, white (Sesamum indicum) 5 0.36±0.047 0.07±0.009 3.94±0.14 0.48±0.04 0.62±0.029 3.46±0.46 131±4.3"
H012,Ground nut (Arachis hypogaea) 6 0.57±0.052 0.12±0.017 11.35±0.36 1.01±0.03 0.23±0.023 1.61±0.22 90.87±4.80
H013,Mustard seeds (Brassica nigra) 6 0.55±0.065 0.33±0.010 3.80±0.41 0.48±0.04 0.24±0.019 1.45±0.36 94.88±4.67
H014,Linseeds (Linum usitatissimum) 6 0.28±0.018 0.05±0.001 1.09±0.05 0.37±0.03 0.35±0.020 21.25±0.49 86.50±2.75
H015,"Niger seeds, black (Guizotia abyssinica) 4 0.46±0.043 0.23±0.031 1.14±0.09 0.49±0.03 0.45±0.061 2.37±0.11 140±29.3"
H016,"Niger seeds, gray (Guizotia abyssinica) 5 0.38±0.064 0.35±0.042 0.88±0.15 0.46±0.03 0.34±0.025 2.40±0.29 73.13±4.56"
H017,Pine seed (Pinus sp.) 5 0.36±0.051 0.08±0.004 3.52±0.05 0.50±0.03 0.11±0.004 18.46±0.62 31.64±2.70
H018,Pistachio nuts (Pistacia vera) 6 0.98±0.144 0.04±0.002 0.86±0.01 0.58±0.03 0.96±0.029 11.82±2.20 64.90±7.22
H019,Safflower seeds (Carthamus tinctorius) 5 0.85±0.019 0.15±0.006 1.12±0.02 0.89±0.05 0.93±0.072 17.37±2.17 82.41±1.80
H020,Sunflower seeds (Helianthus annuus) 5 0.59±0.064 0.13±0.027 1.60±0.27 0.97±0.05 0.94±0.150 2.44±0.18 81.79±21.37
H021,Walnut (Juglans regia) 6 0.40±0.020 0.12±0.006 0.86±0.03 0.84±0.03 0.80±0.072 13.05±1.48 57.95±9.72 0.88±0.10
I001,"Jaggery, cane (Saccharum officinarum) 6 0.04±0.006 0.01±0.000 0.02±0.00 0.23±0.01 0.71±0.084 0.58±0.06 14.40±2.40"
I002,"Sugarcane, juice (Saccharum officinarum) 6 0.03±0.003 0.04±0.004 0.14±0.02 0.07±0.01 0.40±0.089 0.59±0.06 44.53±4.14 6.73±1.56"
J001,"Button mushroom, fresh (Agaricus sp.) 1 0.01 0.03 0.68 0.43 0.12 9.23 8.28"
J002,"Chicken mushroom, fresh (Lactiporus sp.) 1 0.37 0.06 1.45 1.48 0.11 8.94 11.13 0.45"
J003,"Shiitake mushroom, fresh (Lentinula sp.) 1 0.05 0.16 1.92 2.04 0.45 10.60 10.92"
J004,"Oyster mushroom, dried (Pleurotus sp.) 1 0.24 0.17 3.77 2.33 0.85 22.51 10.40"
K001,Toddy (Borassus flabellifer) 10 0.01±0.002 0.27±0.048 0.35±0.05 0.08±0.02 0.03±0.014 1.96±0.28 0.73±0.11 0.92±0.25
K002,Coconut Water (Cocos nucifera) 6 0.01±0.000 0.01±0.000 0.04±0.01 0.26±0.02 0.06±0.006 0.21±0.02 10.88±1.86 0.64±0.11
L001,"Milk, whole, Buffalo 6 0.05±0.006 0.13±0.031 0.07±0.01 0.38±0.03 0.04±0.004 2.16±0.19 8.57±0.44 2.37±0.19"
L002,"Milk, whole, Cow 6 0.03±0.006 0.11±0.019 0.08±0.01 0.34±0.01 0.04±0.007 1.98±0.13 7.03±0.39 2.01±0.28"
L003,Paneer 6 0.02±0.000 0.10±0.019 0.13±0.03 0.49±0.01 0.04±0.006 21.04±0.57 93.31±14.37
L004,Khoa 6 0.11±0.013 0.11±0.005 0.43±0.03 0.33±0.01 0.06±0.006 20.39±0.86 94.25±8.57
M001,"Egg, poultry, whole, raw 6 0.06±0.01 0.19±0.01 0.11±0.01 1.47±0.04 0.16±0.02 18.24±1.33 49.32±2.35"
M002,"Egg, poultry, white, raw 6 0.02±0.01 0.16±0.01 0.01±0.00 1.35±0.17 4.36±0.84 4.96±0.39"
M003,"Egg, poultry, yolk, raw 6 0.11±0.01 0.16±0.01 0.69±0.03 2.78±0.05 0.29±0.02 65.22±5.01 112±6.1"
M004,"Egg, poultry, whole, boiled 6 0.06±0.01 0.18±0.01 0.21±0.01 1.42±0.03 0.14±0.01 15.36±1.41 48.25±2.37"
M005,"Egg, poultry, white, boiled 6 0.02±0.01 0.18±0.01 0.01±0.00 0.18±0.00 4.37±0.27 4.10±0.21"
M006,"Egg, poultry, yolk, boiled 6 0.17±0.01 0.15±0.01 0.45±0.02 2.57±0.10 0.27±0.02 58.43±6.73 110±6.1"
M007,"Egg, poultry, omlet 3 0.11±0.02 0.20±0.00 0.33±0.01 2.06±0.04 0.14±0.01 17.13±2.25 37.66±1.03"
M008,"Egg, country hen, whole, raw 1 0.14 0.08 0.14 1.03 0.18 19.35 54.60"
M009,"Egg, country hen, whole, boiled 1 0.11 0.08 0.12 0.96 0.18 20.15 59.98"
M010,"Egg, country hen, omlet 1 0.14 0.07 0.14 0.94 0.18 18.55 58.79"
M011,"Egg, duck, whole, boiled 1 0.21 0.07 0.18 1.14 0.15 13.87 73.32"
M012,"Egg, duck, whole, raw 1 0.18 0.07 0.13 0.51 0.15 14.52 75.48"
M013,"Egg, duck, whole, omlet 1 0.31 0.09 0.14 1.05 0.15 13.81 67.95"
